representative,n,g,avoidance,certificate_avoidance,status,seconds,stdout
25847613,12,2435812,476565788,476565788,PASS,0.146829,tau=25847613 n=12 g_4=2435812 Av_12=476565788
25861374,11,84578,39832222,39832222,PASS,0.007659,tau=25861374 n=11 g_3=84578 Av_11=39832222
25861374,12,2446626,476554974,476554974,PASS,0.196261,tau=25861374 n=12 g_4=2446626 Av_12=476554974
25861437,11,84488,39832312,39832312,PASS,0.010424,tau=25861437 n=11 g_3=84488 Av_11=39832312
25861437,12,2441814,476559786,476559786,PASS,0.145502,tau=25861437 n=12 g_4=2441814 Av_12=476559786
25861473,11,84582,39832218,39832218,PASS,0.006743,tau=25861473 n=11 g_3=84582 Av_11=39832218
25861473,12,2446986,476554614,476554614,PASS,0.174318,tau=25861473 n=12 g_4=2446986 Av_12=476554614
25861734,11,84484,39832316,39832316,PASS,0.009878,tau=25861734 n=11 g_3=84484 Av_11=39832316
25861734,12,2441343,476560257,476560257,PASS,0.195277,tau=25861734 n=12 g_4=2441343 Av_12=476560257
25861743,11,84484,39832316,39832316,PASS,0.007259,tau=25861743 n=11 g_3=84484 Av_11=39832316
25861743,12,2441383,476560217,476560217,PASS,0.208312,tau=25861743 n=12 g_4=2441383 Av_12=476560217
25863147,11,84574,39832226,39832226,PASS,0.008764,tau=25863147 n=11 g_3=84574 Av_11=39832226
25863147,12,2446188,476555412,476555412,PASS,0.169720,tau=25863147 n=12 g_4=2446188 Av_12=476555412
25863174,11,84581,39832219,39832219,PASS,0.007448,tau=25863174 n=11 g_3=84581 Av_11=39832219
25863174,12,2446890,476554710,476554710,PASS,0.207615,tau=25863174 n=12 g_4=2446890 Av_12=476554710
25863417,11,84480,39832320,39832320,PASS,0.010402,tau=25863417 n=11 g_3=84480 Av_11=39832320
25863417,12,2440991,476560609,476560609,PASS,0.191000,tau=25863417 n=12 g_4=2440991 Av_12=476560609
25863714,11,84577,39832223,39832223,PASS,0.010514,tau=25863714 n=11 g_3=84577 Av_11=39832223
25863714,12,2446432,476555168,476555168,PASS,0.179914,tau=25863714 n=12 g_4=2446432 Av_12=476555168
25864137,11,84566,39832234,39832234,PASS,0.010518,tau=25864137 n=11 g_3=84566 Av_11=39832234
25864137,12,2445410,476556190,476556190,PASS,0.178124,tau=25864137 n=12 g_4=2445410 Av_12=476556190
25864173,11,84578,39832222,39832222,PASS,0.008047,tau=25864173 n=11 g_3=84578 Av_11=39832222
25864173,12,2446591,476555009,476555009,PASS,0.146039,tau=25864173 n=12 g_4=2446591 Av_12=476555009
25864317,11,84480,39832320,39832320,PASS,0.007637,tau=25864317 n=11 g_3=84480 Av_11=39832320
25864317,12,2440940,476560660,476560660,PASS,0.195510,tau=25864317 n=12 g_4=2440940 Av_12=476560660
25864713,11,84554,39832246,39832246,PASS,0.010388,tau=25864713 n=11 g_3=84554 Av_11=39832246
25864713,12,2444139,476557461,476557461,PASS,0.186027,tau=25864713 n=12 g_4=2444139 Av_12=476557461
25867134,11,84298,39832502,39832502,PASS,0.006951,tau=25867134 n=11 g_3=84298 Av_11=39832502
25867134,12,2431140,476570460,476570460,PASS,0.158350,tau=25867134 n=12 g_4=2431140 Av_12=476570460
25867143,11,84298,39832502,39832502,PASS,0.007259,tau=25867143 n=11 g_3=84298 Av_11=39832502
25867143,12,2431166,476570434,476570434,PASS,0.144737,tau=25867143 n=12 g_4=2431166 Av_12=476570434
25867314,11,84384,39832416,39832416,PASS,0.007216,tau=25867314 n=11 g_3=84384 Av_11=39832416
25867314,12,2435551,476566049,476566049,PASS,0.145738,tau=25867314 n=12 g_4=2435551 Av_12=476566049
25867413,11,84376,39832424,39832424,PASS,0.011332,tau=25867413 n=11 g_3=84376 Av_11=39832424
25867413,12,2434711,476566889,476566889,PASS,0.214491,tau=25867413 n=12 g_4=2434711 Av_12=476566889
25871346,11,84399,39832401,39832401,PASS,0.010321,tau=25871346 n=11 g_3=84399 Av_11=39832401
25871346,12,2437034,476564566,476564566,PASS,0.198715,tau=25871346 n=12 g_4=2437034 Av_12=476564566
25871364,11,84485,39832315,39832315,PASS,0.006886,tau=25871364 n=11 g_3=84485 Av_11=39832315
25871364,12,2441515,476560085,476560085,PASS,0.168541,tau=25871364 n=12 g_4=2441515 Av_12=476560085
25871436,11,84399,39832401,39832401,PASS,0.011679,tau=25871436 n=11 g_3=84399 Av_11=39832401
25871436,12,2437121,476564479,476564479,PASS,0.171770,tau=25871436 n=12 g_4=2437121 Av_12=476564479
25871463,11,84489,39832311,39832311,PASS,0.007224,tau=25871463 n=11 g_3=84489 Av_11=39832311
25871463,12,2441865,476559735,476559735,PASS,0.156906,tau=25871463 n=12 g_4=2441865 Av_12=476559735
25871634,11,84397,39832403,39832403,PASS,0.011369,tau=25871634 n=11 g_3=84397 Av_11=39832403
25871634,12,2436908,476564692,476564692,PASS,0.175726,tau=25871634 n=12 g_4=2436908 Av_12=476564692
25871643,11,84397,39832403,39832403,PASS,0.009067,tau=25871643 n=11 g_3=84397 Av_11=39832403
25871643,12,2436877,476564723,476564723,PASS,0.169164,tau=25871643 n=12 g_4=2436877 Av_12=476564723
25873146,11,84485,39832315,39832315,PASS,0.007359,tau=25873146 n=11 g_3=84485 Av_11=39832315
25873146,12,2441492,476560108,476560108,PASS,0.236114,tau=25873146 n=12 g_4=2441492 Av_12=476560108
25873164,11,84492,39832308,39832308,PASS,0.010535,tau=25873164 n=11 g_3=84492 Av_11=39832308
25873164,12,2442200,476559400,476559400,PASS,0.201906,tau=25873164 n=12 g_4=2442200 Av_12=476559400
25873416,11,84402,39832398,39832398,PASS,0.010214,tau=25873416 n=11 g_3=84402 Av_11=39832398
25873416,12,2437403,476564197,476564197,PASS,0.171227,tau=25873416 n=12 g_4=2437403 Av_12=476564197
25873614,11,84493,39832307,39832307,PASS,0.013402,tau=25873614 n=11 g_3=84493 Av_11=39832307
25873614,12,2442147,476559453,476559453,PASS,0.199905,tau=25873614 n=12 g_4=2442147 Av_12=476559453
25874136,11,84488,39832312,39832312,PASS,0.007065,tau=25874136 n=11 g_3=84488 Av_11=39832312
25874136,12,2441778,476559822,476559822,PASS,0.182842,tau=25874136 n=12 g_4=2441778 Av_12=476559822
25874163,11,84498,39832302,39832302,PASS,0.007420,tau=25874163 n=11 g_3=84498 Av_11=39832302
25874163,12,2442681,476558919,476558919,PASS,0.183176,tau=25874163 n=12 g_4=2442681 Av_12=476558919
25874316,11,84402,39832398,39832398,PASS,0.006478,tau=25874316 n=11 g_3=84402 Av_11=39832398
25874316,12,2437381,476564219,476564219,PASS,0.172002,tau=25874316 n=12 g_4=2437381 Av_12=476564219
25874613,11,84468,39832332,39832332,PASS,0.007246,tau=25874613 n=11 g_3=84468 Av_11=39832332
25874613,12,2439699,476561901,476561901,PASS,0.186548,tau=25874613 n=12 g_4=2439699 Av_12=476561901
25876134,11,84213,39832587,39832587,PASS,0.009126,tau=25876134 n=11 g_3=84213 Av_11=39832587
25876134,12,2426872,476574728,476574728,PASS,0.155099,tau=25876134 n=12 g_4=2426872 Av_12=476574728
25876143,11,84213,39832587,39832587,PASS,0.007237,tau=25876143 n=11 g_3=84213 Av_11=39832587
25876143,12,2426878,476574722,476574722,PASS,0.152441,tau=25876143 n=12 g_4=2426878 Av_12=476574722
25876314,11,84299,39832501,39832501,PASS,0.006901,tau=25876314 n=11 g_3=84299 Av_11=39832501
25876314,12,2431262,476570338,476570338,PASS,0.154244,tau=25876314 n=12 g_4=2431262 Av_12=476570338
25876413,11,84294,39832506,39832506,PASS,0.008246,tau=25876413 n=11 g_3=84294 Av_11=39832506
25876413,12,2430678,476570922,476570922,PASS,0.169144,tau=25876413 n=12 g_4=2430678 Av_12=476570922
26134875,11,84391,39832409,39832409,PASS,0.007547,tau=26134875 n=11 g_3=84391 Av_11=39832409
26134875,12,2436157,476565443,476565443,PASS,0.147920,tau=26134875 n=12 g_4=2436157 Av_12=476565443
26135874,11,84484,39832316,39832316,PASS,0.006910,tau=26135874 n=11 g_3=84484 Av_11=39832316
26135874,12,2441267,476560333,476560333,PASS,0.149805,tau=26135874 n=12 g_4=2441267 Av_12=476560333
26137845,11,84395,39832405,39832405,PASS,0.007016,tau=26137845 n=11 g_3=84395 Av_11=39832405
26137845,12,2436627,476564973,476564973,PASS,0.160484,tau=26137845 n=12 g_4=2436627 Av_12=476564973
26137854,11,84395,39832405,39832405,PASS,0.008249,tau=26137854 n=11 g_3=84395 Av_11=39832405
26137854,12,2436674,476564926,476564926,PASS,0.200138,tau=26137854 n=12 g_4=2436674 Av_12=476564926
26138475,11,84566,39832234,39832234,PASS,0.006987,tau=26138475 n=11 g_3=84566 Av_11=39832234
26138475,12,2445336,476556264,476556264,PASS,0.165569,tau=26138475 n=12 g_4=2445336 Av_12=476556264
26138574,11,84564,39832236,39832236,PASS,0.007102,tau=26138574 n=11 g_3=84564 Av_11=39832236
26138574,12,2445131,476556469,476556469,PASS,0.156108,tau=26138574 n=12 g_4=2445131 Av_12=476556469
26138745,11,84395,39832405,39832405,PASS,0.010279,tau=26138745 n=11 g_3=84395 Av_11=39832405
26138745,12,2436632,476564968,476564968,PASS,0.215453,tau=26138745 n=12 g_4=2436632 Av_12=476564968
26138754,11,84393,39832407,39832407,PASS,0.010174,tau=26138754 n=11 g_3=84393 Av_11=39832407
26138754,12,2436395,476565205,476565205,PASS,0.154609,tau=26138754 n=12 g_4=2436395 Av_12=476565205
26143875,11,84386,39832414,39832414,PASS,0.009583,tau=26143875 n=11 g_3=84386 Av_11=39832414
26143875,12,2435622,476565978,476565978,PASS,0.170135,tau=26143875 n=12 g_4=2435622 Av_12=476565978
26145837,11,84489,39832311,39832311,PASS,0.007604,tau=26145837 n=11 g_3=84489 Av_11=39832311
26145837,12,2441774,476559826,476559826,PASS,0.208035,tau=26145837 n=12 g_4=2441774 Av_12=476559826
26145873,11,84399,39832401,39832401,PASS,0.007222,tau=26145873 n=11 g_3=84399 Av_11=39832401
26145873,12,2437040,476564560,476564560,PASS,0.206587,tau=26145873 n=12 g_4=2437040 Av_12=476564560
26147835,11,84492,39832308,39832308,PASS,0.007814,tau=26147835 n=11 g_3=84492 Av_11=39832308
26147835,12,2442096,476559504,476559504,PASS,0.185257,tau=26147835 n=12 g_4=2442096 Av_12=476559504
26147853,11,84490,39832310,39832310,PASS,0.008687,tau=26147853 n=11 g_3=84490 Av_11=39832310
26147853,12,2441853,476559747,476559747,PASS,0.165521,tau=26147853 n=12 g_4=2441853 Av_12=476559747
26148375,11,84569,39832231,39832231,PASS,0.011025,tau=26148375 n=11 g_3=84569 Av_11=39832231
26148375,12,2445559,476556041,476556041,PASS,0.189565,tau=26148375 n=12 g_4=2445559 Av_12=476556041
26148537,11,84580,39832220,39832220,PASS,0.007849,tau=26148537 n=11 g_3=84580 Av_11=39832220
26148537,12,2446681,476554919,476554919,PASS,0.151496,tau=26148537 n=12 g_4=2446681 Av_12=476554919
26148573,11,84574,39832226,39832226,PASS,0.007547,tau=26148573 n=11 g_3=84574 Av_11=39832226
26148573,12,2446085,476555515,476555515,PASS,0.159138,tau=26148573 n=12 g_4=2446085 Av_12=476555515
26148735,11,84494,39832306,39832306,PASS,0.009868,tau=26148735 n=11 g_3=84494 Av_11=39832306
26148735,12,2442271,476559329,476559329,PASS,0.210081,tau=26148735 n=12 g_4=2442271 Av_12=476559329
26148753,11,84478,39832322,39832322,PASS,0.007953,tau=26148753 n=11 g_3=84478 Av_11=39832322
26148753,12,2440675,476560925,476560925,PASS,0.194475,tau=26148753 n=12 g_4=2440675 Av_12=476560925
26153874,11,84484,39832316,39832316,PASS,0.008018,tau=26153874 n=11 g_3=84484 Av_11=39832316
26153874,12,2441269,476560331,476560331,PASS,0.207893,tau=26153874 n=12 g_4=2441269 Av_12=476560331
26154837,11,84476,39832324,39832324,PASS,0.007513,tau=26154837 n=11 g_3=84476 Av_11=39832324
26154837,12,2440466,476561134,476561134,PASS,0.152645,tau=26154837 n=12 g_4=2440466 Av_12=476561134
26154873,11,84393,39832407,39832407,PASS,0.008216,tau=26154873 n=11 g_3=84393 Av_11=39832407
26154873,12,2436409,476565191,476565191,PASS,0.155703,tau=26154873 n=12 g_4=2436409 Av_12=476565191
26157834,11,84390,39832410,39832410,PASS,0.007611,tau=26157834 n=11 g_3=84390 Av_11=39832410
26157834,12,2436135,476565465,476565465,PASS,0.190772,tau=26157834 n=12 g_4=2436135 Av_12=476565465
26157843,11,84390,39832410,39832410,PASS,0.007549,tau=26157843 n=11 g_3=84390 Av_11=39832410
26157843,12,2436105,476565495,476565495,PASS,0.144363,tau=26157843 n=12 g_4=2436105 Av_12=476565495
26158374,11,84578,39832222,39832222,PASS,0.010655,tau=26158374 n=11 g_3=84578 Av_11=39832222
26158374,12,2446475,476555125,476555125,PASS,0.175014,tau=26158374 n=12 g_4=2446475 Av_12=476555125
26158437,11,84487,39832313,39832313,PASS,0.007049,tau=26158437 n=11 g_3=84487 Av_11=39832313
26158437,12,2441579,476560021,476560021,PASS,0.147841,tau=26158437 n=12 g_4=2441579 Av_12=476560021
26158473,11,84564,39832236,39832236,PASS,0.007145,tau=26158473 n=11 g_3=84564 Av_11=39832236
26158473,12,2445078,476556522,476556522,PASS,0.147511,tau=26158473 n=12 g_4=2445078 Av_12=476556522
26158734,11,84394,39832406,39832406,PASS,0.007233,tau=26158734 n=11 g_3=84394 Av_11=39832406
26158734,12,2436553,476565047,476565047,PASS,0.162970,tau=26158734 n=12 g_4=2436553 Av_12=476565047
26158743,11,84394,39832406,39832406,PASS,0.007217,tau=26158743 n=11 g_3=84394 Av_11=39832406
26158743,12,2436515,476565085,476565085,PASS,0.148855,tau=26158743 n=12 g_4=2436515 Av_12=476565085
26173845,11,84475,39832325,39832325,PASS,0.006605,tau=26173845 n=11 g_3=84475 Av_11=39832325
26173845,12,2440418,476561182,476561182,PASS,0.162615,tau=26173845 n=12 g_4=2440418 Av_12=476561182
26173854,11,84487,39832313,39832313,PASS,0.007125,tau=26173854 n=11 g_3=84487 Av_11=39832313
26173854,12,2441580,476560020,476560020,PASS,0.162886,tau=26173854 n=12 g_4=2441580 Av_12=476560020
26174835,11,84570,39832230,39832230,PASS,0.007665,tau=26174835 n=11 g_3=84570 Av_11=39832230
26174835,12,2445723,476555877,476555877,PASS,0.177585,tau=26174835 n=12 g_4=2445723 Av_12=476555877
26174853,11,84564,39832236,39832236,PASS,0.006971,tau=26174853 n=11 g_3=84564 Av_11=39832236
26174853,12,2445092,476556508,476556508,PASS,0.154813,tau=26174853 n=12 g_4=2445092 Av_12=476556508
26175834,11,84477,39832323,39832323,PASS,0.007392,tau=26175834 n=11 g_3=84477 Av_11=39832323
26175834,12,2440650,476560950,476560950,PASS,0.160836,tau=26175834 n=12 g_4=2440650 Av_12=476560950
26175843,11,84475,39832325,39832325,PASS,0.007983,tau=26175843 n=11 g_3=84475 Av_11=39832325
26175843,12,2440414,476561186,476561186,PASS,0.159800,tau=26175843 n=12 g_4=2440414 Av_12=476561186
26178345,11,84299,39832501,39832501,PASS,0.007030,tau=26178345 n=11 g_3=84299 Av_11=39832501
26178345,12,2431222,476570378,476570378,PASS,0.192574,tau=26178345 n=12 g_4=2431222 Av_12=476570378
26178354,11,84306,39832494,39832494,PASS,0.006418,tau=26178354 n=11 g_3=84306 Av_11=39832494
26178354,12,2431998,476569602,476569602,PASS,0.157699,tau=26178354 n=12 g_4=2431998 Av_12=476569602
26178435,11,84306,39832494,39832494,PASS,0.006942,tau=26178435 n=11 g_3=84306 Av_11=39832494
26178435,12,2431997,476569603,476569603,PASS,0.197991,tau=26178435 n=12 g_4=2431997 Av_12=476569603
26178453,11,84301,39832499,39832499,PASS,0.009107,tau=26178453 n=11 g_3=84301 Av_11=39832499
26178453,12,2431453,476570147,476570147,PASS,0.152229,tau=26178453 n=12 g_4=2431453 Av_12=476570147
26178534,11,84301,39832499,39832499,PASS,0.007559,tau=26178534 n=11 g_3=84301 Av_11=39832499
26178534,12,2431475,476570125,476570125,PASS,0.162985,tau=26178534 n=12 g_4=2431475 Av_12=476570125
26178543,11,84299,39832501,39832501,PASS,0.007029,tau=26178543 n=11 g_3=84299 Av_11=39832501
26178543,12,2431232,476570368,476570368,PASS,0.202431,tau=26178543 n=12 g_4=2431232 Av_12=476570368
26183475,11,84488,39832312,39832312,PASS,0.008309,tau=26183475 n=11 g_3=84488 Av_11=39832312
26183475,12,2441773,476559827,476559827,PASS,0.204926,tau=26183475 n=12 g_4=2441773 Av_12=476559827
26183574,11,84574,39832226,39832226,PASS,0.009088,tau=26183574 n=11 g_3=84574 Av_11=39832226
26183574,12,2446089,476555511,476555511,PASS,0.150400,tau=26183574 n=12 g_4=2446089 Av_12=476555511
26183745,11,84489,39832311,39832311,PASS,0.007386,tau=26183745 n=11 g_3=84489 Av_11=39832311
26183745,12,2441816,476559784,476559784,PASS,0.153651,tau=26183745 n=12 g_4=2441816 Av_12=476559784
26183754,11,84487,39832313,39832313,PASS,0.007496,tau=26183754 n=11 g_3=84487 Av_11=39832313
26183754,12,2441656,476559944,476559944,PASS,0.152731,tau=26183754 n=12 g_4=2441656 Av_12=476559944
26184375,11,84488,39832312,39832312,PASS,0.007188,tau=26184375 n=11 g_3=84488 Av_11=39832312
26184375,12,2441748,476559852,476559852,PASS,0.190421,tau=26184375 n=12 g_4=2441748 Av_12=476559852
26184537,11,84404,39832396,39832396,PASS,0.007470,tau=26184537 n=11 g_3=84404 Av_11=39832396
26184537,12,2437591,476564009,476564009,PASS,0.150642,tau=26184537 n=12 g_4=2437591 Av_12=476564009
26184573,11,84482,39832318,39832318,PASS,0.007685,tau=26184573 n=11 g_3=84482 Av_11=39832318
26184573,12,2441145,476560455,476560455,PASS,0.200402,tau=26184573 n=12 g_4=2441145 Av_12=476560455
26184735,11,84569,39832231,39832231,PASS,0.006995,tau=26184735 n=11 g_3=84569 Av_11=39832231
26184735,12,2445640,476555960,476555960,PASS,0.156681,tau=26184735 n=12 g_4=2445640 Av_12=476555960
26184753,11,84566,39832234,39832234,PASS,0.007074,tau=26184753 n=11 g_3=84566 Av_11=39832234
26184753,12,2445306,476556294,476556294,PASS,0.152587,tau=26184753 n=12 g_4=2445306 Av_12=476556294
26185374,11,84576,39832224,39832224,PASS,0.010442,tau=26185374 n=11 g_3=84576 Av_11=39832224
26185374,12,2446296,476555304,476555304,PASS,0.167517,tau=26185374 n=12 g_4=2446296 Av_12=476555304
26185437,11,84396,39832404,39832404,PASS,0.007089,tau=26185437 n=11 g_3=84396 Av_11=39832404
26185437,12,2436777,476564823,476564823,PASS,0.157495,tau=26185437 n=12 g_4=2436777 Av_12=476564823
26185473,11,84492,39832308,39832308,PASS,0.007270,tau=26185473 n=11 g_3=84492 Av_11=39832308
26185473,12,2442114,476559486,476559486,PASS,0.166726,tau=26185473 n=12 g_4=2442114 Av_12=476559486
26185734,11,84475,39832325,39832325,PASS,0.007711,tau=26185734 n=11 g_3=84475 Av_11=39832325
26185734,12,2440430,476561170,476561170,PASS,0.183390,tau=26185734 n=12 g_4=2440430 Av_12=476561170
26185743,11,84473,39832327,39832327,PASS,0.018535,tau=26185743 n=11 g_3=84473 Av_11=39832327
26185743,12,2440193,476561407,476561407,PASS,0.180578,tau=26185743 n=12 g_4=2440193 Av_12=476561407
26187345,11,84302,39832498,39832498,PASS,0.007768,tau=26187345 n=11 g_3=84302 Av_11=39832498
26187345,12,2431548,476570052,476570052,PASS,0.153862,tau=26187345 n=12 g_4=2431548 Av_12=476570052
26187354,11,84307,39832493,39832493,PASS,0.007858,tau=26187354 n=11 g_3=84307 Av_11=39832493
26187354,12,2432123,476569477,476569477,PASS,0.158966,tau=26187354 n=12 g_4=2432123 Av_12=476569477
26187435,11,84307,39832493,39832493,PASS,0.007837,tau=26187435 n=11 g_3=84307 Av_11=39832493
26187435,12,2432122,476569478,476569478,PASS,0.176682,tau=26187435 n=12 g_4=2432122 Av_12=476569478
26187453,11,84303,39832497,39832497,PASS,0.007714,tau=26187453 n=11 g_3=84303 Av_11=39832497
26187453,12,2431673,476569927,476569927,PASS,0.192644,tau=26187453 n=12 g_4=2431673 Av_12=476569927
26187534,11,84303,39832497,39832497,PASS,0.007451,tau=26187534 n=11 g_3=84303 Av_11=39832497
26187534,12,2431673,476569927,476569927,PASS,0.150805,tau=26187534 n=12 g_4=2431673 Av_12=476569927
26187543,11,84300,39832500,39832500,PASS,0.007323,tau=26187543 n=11 g_3=84300 Av_11=39832500
26187543,12,2431317,476570283,476570283,PASS,0.145204,tau=26187543 n=12 g_4=2431317 Av_12=476570283
26314875,11,84476,39832324,39832324,PASS,0.010493,tau=26314875 n=11 g_3=84476 Av_11=39832324
26314875,12,2440467,476561133,476561133,PASS,0.163751,tau=26314875 n=12 g_4=2440467 Av_12=476561133
26315874,11,84488,39832312,39832312,PASS,0.007580,tau=26315874 n=11 g_3=84488 Av_11=39832312
26315874,12,2441708,476559892,476559892,PASS,0.149159,tau=26315874 n=12 g_4=2441708 Av_12=476559892
26317845,11,84395,39832405,39832405,PASS,0.007933,tau=26317845 n=11 g_3=84395 Av_11=39832405
26317845,12,2436662,476564938,476564938,PASS,0.163169,tau=26317845 n=12 g_4=2436662 Av_12=476564938
26317854,11,84395,39832405,39832405,PASS,0.006993,tau=26317854 n=11 g_3=84395 Av_11=39832405
26317854,12,2436707,476564893,476564893,PASS,0.146580,tau=26317854 n=12 g_4=2436707 Av_12=476564893
26318475,11,84570,39832230,39832230,PASS,0.007128,tau=26318475 n=11 g_3=84570 Av_11=39832230
26318475,12,2445747,476555853,476555853,PASS,0.150495,tau=26318475 n=12 g_4=2445747 Av_12=476555853
26318574,11,84566,39832234,39832234,PASS,0.007170,tau=26318574 n=11 g_3=84566 Av_11=39832234
26318574,12,2445353,476556247,476556247,PASS,0.156298,tau=26318574 n=12 g_4=2445353 Av_12=476556247
26318745,11,84395,39832405,39832405,PASS,0.007759,tau=26318745 n=11 g_3=84395 Av_11=39832405
